,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2066,2004-06-04,20:00:00,2.9,1056.75,-200,13.0922447864,1086.75,-200.0,871.25,-200.0,1769.25,981.0,24.4250001907,35.2249994278,1.06320730042
2067,2004-06-04,21:00:00,1.9,973.25,-200,9.24815729917,949.0,-200.0,986.5,-200.0,1615.25,820.0,23.4749999046,36.875,1.0518493582
2068,2004-06-04,22:00:00,2.0,1016.0,-200,9.96995626788,976.5,-200.0,951.25,-200.0,1651.5,948.0,22.4499998093,41.0249986649,1.10055013082
2069,2004-06-04,23:00:00,2.9,1119.5,-200,13.1372046101,1088.25,-200.0,849.0,-200.0,1785.25,1067.25,21.6749997139,44.7250003815,1.14506651379
2070,2004-06-05,00:00:00,2.7,1075.75,-200,12.8833018729,1079.75,-200.0,846.0,-200.0,1787.25,1070.25,21.0500006676,48.1250009537,1.18636331999
2071,2004-06-05,01:00:00,1.5,936.75,-200,7.77238684863,889.75,-200.0,969.5,-200.0,1624.5,877.25,20.6500000954,49.9999990463,1.20299226748
2072,2004-06-05,02:00:00,1.6,979.75,-200,9.21589878068,947.75,-200.0,887.75,-200.0,1701.75,1027.75,19.7500004768,53.0999994278,1.20930313777
2073,2004-06-05,03:00:00,1.3,937.25,-200,6.90680126942,852.75,-200.0,961.75,-200.0,1603.5,969.0,19.7750000954,53.5500001907,1.22141899816
2074,2004-06-05,04:00:00,0.7,851.75,-200,4.5198823816,738.75,37.0,1094.5,63.0,1524.75,836.5,19.5999999046,54.7749996185,1.2360424928
2075,2004-06-05,05:00:00,0.7,858.25,-200,4.86307567286,756.5,57.0,1066.0,71.0,1541.5,903.75,19.25,57.2749996185,1.26500153348
2076,2004-06-05,06:00:00,1.2,962.5,-200,7.87459134535,894.0,131.0,942.0,91.0,1702.25,1064.75,19.7000002861,58.375,1.32537303182
2077,2004-06-05,07:00:00,1.5,965.75,-200,7.39860607266,874.0,171.0,969.0,95.0,1681.75,998.5,19.7750000954,59.4250001907,1.35542154883
2078,2004-06-05,08:00:00,1.5,982.5,-200,8.03808455057,900.75,187.0,954.25,96.0,1690.75,986.0,20.9000005722,54.7999992371,1.3386686315
2079,2004-06-05,09:00:00,1.6,989.5,-200,7.55191285545,880.5,133.0,984.75,81.0,1685.0,874.0,22.4249992371,47.8500003815,1.2817125106
2080,2004-06-05,10:00:00,1.1,891.25,-200,5.32360151128,779.5,87.0,1110.0,68.0,1542.5,689.0,24.0749998093,41.2749996185,1.22019498065
2081,2004-06-05,11:00:00,1.1,883.0,-200,5.2879383931,777.75,61.0,1129.5,57.0,1544.5,607.5,25.875,36.9000000954,1.21326747447
2082,2004-06-05,12:00:00,1.4,913.75,-200,8.02592484432,900.25,86.0,1009.75,68.0,1596.25,705.5,30.6999998093,25.9750003815,1.12874151645
2083,2004-06-05,13:00:00,1.4,896.25,-200,8.42512308744,916.5,83.0,1016.75,72.0,1577.25,704.0,30.25,25.1500000954,1.06523338878
2084,2004-06-05,14:00:00,1.0,841.25,-200,5.97754742609,810.75,61.0,1135.0,62.0,1462.75,608.5,30.0749998093,25.375,1.06408108691
2085,2004-06-05,15:00:00,1.3,925.75,-200,7.26410747615,868.25,80.0,1047.75,75.0,1599.25,687.25,27.5999999046,35.1000003815,1.27638524124
2086,2004-06-05,16:00:00,1.9,1132.5,-200,10.1573687803,983.5,110.0,838.0,92.0,1896.75,975.75,26.5750002861,47.625,1.63146326108
2087,2004-06-05,17:00:00,1.7,1041.5,-200,8.97868132104,938.5,108.0,916.5,89.0,1743.75,859.5,30.375,31.25,1.33306823831
2088,2004-06-05,18:00:00,2.3,1123.75,-200,14.0424374824,1118.0,134.0,792.5,105.0,1915.0,1020.75,27.7500004768,34.9500007629,1.28204127809
2089,2004-06-05,19:00:00,2.4,1157.0,-200,16.1171419553,1183.25,133.0,738.25,111.0,1969.5,1078.5,26.5999994278,37.8750009537,1.29936016374
2090,2004-06-05,20:00:00,1.8,988.75,-200,8.16623491114,906.0,118.0,954.25,102.0,1681.0,826.0,23.4499998093,44.3999996185,1.26460945463
2091,2004-06-05,21:00:00,0.6,840.75,-200,3.78173131361,698.5,17.0,1123.0,30.0,1507.5,557.5,23.0250000954,51.0500011444,1.41754060711
2092,2004-06-05,22:00:00,0.8,916.25,-200,5.56049565762,791.0,26.0,1006.5,43.0,1587.75,678.75,22.125,53.5499992371,1.40873338454
2093,2004-06-05,23:00:00,1.7,1008.25,-200,8.02592484432,900.25,55.0,906.75,67.0,1680.75,849.75,21.5999994278,53.6499996185,1.36735646238
2094,2004-06-06,00:00:00,1.1,894.75,-200,5.58130267918,792.0,39.0,974.5,58.0,1573.5,733.25,21.8750004768,52.6750001907,1.36498824447
2095,2004-06-06,01:00:00,0.6,810.25,-200,3.83480762376,701.5,15.0,1092.5,24.0,1528.5,611.75,21.2750000954,54.8500003815,1.37071654423
2096,2004-06-06,02:00:00,1.1,968.25,-200,6.6186663723,840.0,47.0,890.75,58.0,1727.0,787.5,17.5250000954,79.125,1.57091319922
2097,2004-06-06,03:00:00,1.1,921.5,-200,7.04995174514,859.0,-200.0,870.75,-200.0,1739.0,728.0,17.6499996185,78.5750007629,1.57215542035
2098,2004-06-06,04:00:00,1.0,892.25,-200,5.18156292877,772.5,49.0,925.75,62.0,1660.0,723.75,17.0999999046,81.8000011444,1.58162341639
2099,2004-06-06,05:00:00,0.5,805.5,-200,2.42998440228,614.75,21.0,1171.5,34.0,1525.25,543.25,16.5750002861,80.1750011444,1.50020392972
2100,2004-06-06,06:00:00,0.7,827.25,-200,3.112591165,659.0,33.0,1114.5,46.0,1551.75,616.25,16.8499999046,77.4250011444,1.47386331533
2101,2004-06-06,07:00:00,1.0,880.75,-200,5.2422360675,775.5,63.0,1036.75,62.0,1623.25,676.75,18.25,66.5,1.38095990047
2102,2004-06-06,08:00:00,1.2,876.666666667,-200,5.91159214376,807.666666667,73.0,1011.33333333,70.0,1613.66666667,722.666666667,20.3666667938,55.7999992371,1.31957414042
2103,2004-06-06,09:00:00,0.7,784.25,-200,2.77580848863,637.75,51.0,1314.25,54.0,1411.75,529.25,21.5999999046,45.25,1.15326900551
2104,2004-06-06,10:00:00,0.9,805.75,-200,3.37274049085,674.75,61.0,1270.25,61.0,1413.75,527.5,23.1000003815,39.3750009537,1.0982716283
2105,2004-06-06,11:00:00,0.8,775.25,-200,3.01984173152,653.25,52.0,1348.5,53.0,1365.25,491.0,25.3500003815,31.5500001907,1.00580925286
2106,2004-06-06,12:00:00,0.8,773.0,-200,3.39376766281,676.0,49.0,1330.75,49.0,1373.75,488.75,26.5500006676,29.0249996185,0.992841286369
2107,2004-06-06,13:00:00,0.5,734.25,-200,2.25739217634,602.75,40.0,1471.25,48.0,1302.5,450.0,25.9000000954,28.7750000954,0.947508484443
2108,2004-06-06,14:00:00,0.5,756.5,-200,2.72575512842,634.5,36.0,1444.75,45.0,1344.5,450.75,26.9750003815,27.9749999046,0.980964821229
2109,2004-06-06,15:00:00,0.7,817.25,-200,3.59845465317,688.0,51.0,1299.25,60.0,1434.5,511.5,23.5500001907,38.0999994278,1.0916665638
2110,2004-06-06,16:00:00,0.9,815.0,-200,4.16445312166,719.75,56.0,1225.25,59.0,1418.0,525.25,25.9000000954,31.9749999046,1.05287866548
2111,2004-06-06,17:00:00,1.0,843.75,-200,4.86307567286,756.5,71.0,1185.75,67.0,1445.25,555.5,26.3249998093,31.5250005722,1.06425449933
2112,2004-06-06,18:00:00,1.2,880.25,-200,5.90270320438,807.25,79.0,1123.25,72.0,1510.0,598.5,23.9000000954,36.8249998093,1.07736916887
2113,2004-06-06,19:00:00,1.3,906.0,-200,6.57394433173,838.0,117.0,1084.0,88.0,1547.0,694.0,23.6750001907,36.75,1.06086321488
2114,2004-06-06,20:00:00,1.6,903.5,-200,7.58154849851,881.75,127.0,1048.0,94.0,1548.75,744.25,22.4999995232,37.7500009537,1.01574105194
2115,2004-06-06,21:00:00,1.4,876.5,-200,7.02696356682,858.0,118.0,1079.5,89.0,1535.25,724.25,21.8249998093,39.1500005722,1.01145319734
2116,2004-06-06,22:00:00,1.7,917.5,-200,7.51050611881,878.75,130.0,1029.75,96.0,1569.0,804.25,20.9000000954,42.5749998093,1.04003313638
2117,2004-06-06,23:00:00,1.7,930.25,-200,8.35080365951,913.5,131.0,991.25,98.0,1631.0,861.5,20.0250000954,45.5749998093,1.05553111972
2118,2004-06-07,00:00:00,1.4,870.25,-200,7.03270761041,858.25,102.0,1061.0,95.0,1556.75,811.25,19.2750000954,47.875,1.05901366276
2119,2004-06-07,01:00:00,0.8,792.5,-200,3.86591433757,703.25,48.0,1222.25,64.0,1438.5,626.5,18.6999998093,49.0,1.04622031516
2120,2004-06-07,02:00:00,0.4,759.5,-200,2.58917830277,625.5,22.0,1263.0,38.0,1386.25,575.25,17.8249998093,54.0750007629,1.09376604011
2121,2004-06-07,03:00:00,0.3,733.0,-200,2.04592876481,587.5,-200.0,1281.0,-200.0,1393.75,588.5,18.625,52.7250013351,1.12055966123
2122,2004-06-07,04:00:00,-200.0,726.25,-200,2.09025035634,590.75,22.0,1263.25,34.0,1386.25,579.0,17.1999998093,57.9250001907,1.1269951964
2123,2004-06-07,05:00:00,0.5,731.75,-200,2.40811434692,613.25,44.0,1272.75,40.0,1412.75,604.75,18.1500000954,54.0500001907,1.11549687736
2124,2004-06-07,06:00:00,1.5,933.25,-200,9.58648928535,962.0,167.0,866.75,76.0,1704.75,974.25,17.3249998093,57.5749998093,1.12893816107
2125,2004-06-07,07:00:00,2.6,1061.0,-200,15.4200801061,1161.75,220.0,777.0,90.0,1898.25,1132.25,19.8999996185,49.3999996185,1.13541108481
2126,2004-06-07,08:00:00,4.3,1200.5,-200,24.9663438527,1428.25,285.0,664.25,118.0,2249.25,1377.5,21.6999998093,44.1500005722,1.13205353377
2127,2004-06-07,09:00:00,3.1,1064.75,-200,15.0685356542,1150.75,272.0,800.5,118.0,1893.75,1159.75,23.4500002861,39.9749994278,1.13857576798
2128,2004-06-07,10:00:00,2.9,1074.5,-200,17.3895850989,1221.5,238.0,773.5,122.0,1942.5,1212.75,28.4499998093,29.7000002861,1.13449405018
2129,2004-06-07,11:00:00,2.5,998.0,-200,14.0655902079,1118.75,207.0,831.75,120.0,1779.75,1056.75,31.5749993324,24.0750002861,1.09940302979
2130,2004-06-07,12:00:00,1.9,921.5,-200,11.7670097019,1041.5,152.0,886.75,132.0,1743.75,832.25,31.2500004768,24.1250004768,1.08160214394
2131,2004-06-07,13:00:00,2.5,1023.25,-200,14.9415590828,1146.75,185.0,828.5,115.0,1841.5,983.25,34.3500003815,20.3500003815,1.08565806567
2132,2004-06-07,14:00:00,2.5,1039.0,-200,16.0109298612,1180.0,184.0,832.75,127.0,1815.25,1046.5,33.7250003815,21.3249998093,1.09878581191
2133,2004-06-07,15:00:00,2.8,1054.25,-200,16.4871081097,1194.5,205.0,814.5,126.0,1847.75,1077.5,35.8749990463,18.9499998093,1.09985792231
2134,2004-06-07,16:00:00,2.3,1022.25,-200,15.1959700363,1154.75,172.0,870.75,113.0,1839.5,979.25,34.25,19.375,1.02791624935
2135,2004-06-07,17:00:00,3.3,1082.0,-200,18.9302594271,1266.25,227.0,788.25,124.0,1909.5,1138.5,33.4749994278,19.9000000954,1.01115552401
2136,2004-06-07,18:00:00,2.8,1056.25,-200,18.9740936511,1267.5,187.0,786.0,108.0,1895.5,1111.25,30.5,24.1749997139,1.03863240169
2137,2004-06-07,19:00:00,4.8,1243.25,-200,28.8740595343,1524.25,290.0,647.0,142.0,2280.5,1470.25,30.3499999046,26.2000002861,1.1160527995
2138,2004-06-07,20:00:00,2.5,1029.25,-200,13.3932168588,1096.75,155.0,825.0,125.0,1826.75,980.0,27.0250000954,36.6749992371,1.28979049737
2139,2004-06-07,21:00:00,2.0,1003.75,-200,10.907979957,1011.0,108.0,866.75,116.0,1754.25,892.75,24.5750002861,41.8749990463,1.27521389385
2140,2004-06-07,22:00:00,1.8,978.75,-200,8.9277381256,936.5,94.0,919.0,101.0,1682.5,857.75,23.3249993324,44.4500007629,1.25661805161
2141,2004-06-07,23:00:00,1.7,971.75,-200,8.48104678992,918.75,103.0,934.0,101.0,1667.75,903.75,22.4000000954,46.9000005722,1.25437929376
2142,2004-06-08,00:00:00,1.3,941.75,-200,6.74231779902,845.5,78.0,979.5,92.0,1614.75,904.5,21.6999998093,50.7749996185,1.30192563987
2143,2004-06-08,01:00:00,0.7,825.0,-200,4.15985930223,719.5,38.0,1129.25,55.0,1510.75,678.25,21.0499997139,51.8999996185,1.27942339891
2144,2004-06-08,02:00:00,0.5,780.25,-200,2.52201510849,621.0,26.0,1277.25,42.0,1451.5,585.5,20.4749999046,54.3000001907,1.29260609136
2145,2004-06-08,03:00:00,0.4,745.75,-200,1.74710887841,564.75,-200.0,1369.25,-200.0,1422.75,607.5,20.9499998093,52.4500007629,1.2851582321
2146,2004-06-08,04:00:00,0.3,733.75,-200,1.41891133064,537.75,19.0,1448.5,30.0,1400.0,513.75,20.9749999046,53.1000003815,1.30306103008
2147,2004-06-08,05:00:00,0.5,784.75,-200,2.81068803712,640.0,35.0,1265.0,40.0,1467.25,588.25,19.5500001907,57.125,1.28512819791
2148,2004-06-08,06:00:00,1.4,945.75,-200,8.79460071056,931.25,126.0,916.75,69.0,1745.25,884.0,18.1999993324,62.3249998093,1.29026387546
2149,2004-06-08,07:00:00,3.3,1200.75,-200,19.370544599,1278.75,309.0,683.25,100.0,2143.5,1337.75,19.5250000954,57.7250003815,1.29663762095
2150,2004-06-08,08:00:00,5.8,1376.5,-200,36.0784691072,1687.75,376.0,525.0,125.0,2746.0,1708.25,21.5500001907,51.6750001907,1.3130454365
2151,2004-06-08,09:00:00,5.0,1345.5,-200,27.0938004273,1481.25,441.0,601.5,174.0,2366.75,1681.25,23.9499998093,44.3999996185,1.30285723163
2152,2004-06-08,10:00:00,3.5,1229.5,-200,19.0004149298,1268.25,309.0,698.0,171.0,2048.75,1508.5,28.0500001907,35.1500005722,1.31198584926
2153,2004-06-08,11:00:00,2.9,1160.25,-200,16.927428259,1207.75,220.0,728.25,149.0,1925.25,1330.0,31.4499998093,28.625,1.29797074892
2154,2004-06-08,12:00:00,2.5,1146.0,-200,15.7183682302,1171.0,168.0,760.75,124.0,1902.25,1138.25,33.6999998093,25.4500002861,1.30950246067
2155,2004-06-08,13:00:00,2.3,1078.25,-200,14.1196764571,1120.5,149.0,817.75,119.0,1805.5,963.25,35.8999996185,20.8249998093,1.21034551841
2156,2004-06-08,14:00:00,2.4,1111.0,-200,16.4705891962,1194.0,160.0,793.75,130.0,1874.5,1014.5,37.5250005722,18.1499996185,1.15291640703
2157,2004-06-08,15:00:00,2.6,1082.75,-200,14.7519538712,1140.75,177.0,824.75,143.0,1792.5,1008.25,37.6999998093,17.7499995232,1.13828765725
2158,2004-06-08,16:00:00,2.2,1056.0,-200,12.9726733462,1082.75,-200.0,864.5,-200.0,1723.25,897.75,37.8000001907,17.4000000954,1.12192100621
2159,2004-06-08,17:00:00,3.5,1219.5,-200,21.3772453303,1334.25,176.0,695.0,183.0,2065.5,1215.0,36.6499996185,20.5500001907,1.24451588394
2160,2004-06-08,18:00:00,3.9,1267.75,-200,23.5926438185,1393.0,202.0,650.25,161.0,2143.75,1333.75,32.5249996185,25.9500002861,1.25022225458
2161,2004-06-08,19:00:00,4.5,1256.0,-200,25.0354039194,1430.0,255.0,660.25,170.0,2150.5,1380.25,30.75,27.1500000954,1.18316046002
2162,2004-06-08,20:00:00,3.8,1212.75,-200,21.617763485,1340.75,210.0,682.75,143.0,2089.5,1600.75,28.8000001907,30.1750001907,1.1761370824
2163,2004-06-08,21:00:00,2.8,1144.5,-200,15.6779166941,1169.75,157.0,750.75,123.0,1894.0,1376.0,26.6999998093,35.4499998093,1.22329306515
2164,2004-06-08,22:00:00,1.7,1049.5,-200,10.9149081448,1011.25,96.0,836.0,89.0,1739.25,1161.25,25.2750000954,40.6750001907,1.29099239883
2165,2004-06-08,23:00:00,1.2,971.75,-200,8.07461074589,902.25,59.0,932.5,67.0,1647.25,877.5,24.9249997139,41.2000007629,1.28091390371
2166,2004-06-09,00:00:00,1.6,1020.0,-200,10.1775368969,984.25,81.0,853.25,81.0,1752.5,1031.25,23.6750001907,45.1499996185,1.30334622441
2167,2004-06-09,01:00:00,1.0,933.5,-200,7.49869345303,878.25,40.0,939.75,54.0,1643.5,846.75,22.4749999046,48.9500007629,1.31512311315
2168,2004-06-09,02:00:00,0.9,913.5,-200,5.7700542029,801.0,42.0,964.75,57.0,1608.75,908.25,22.3249998093,50.6499996185,1.34858023054
2169,2004-06-09,03:00:00,0.5,824.0,-200,3.76410933299,697.5,-200.0,1107.0,-200.0,1516.75,733.25,22.0250000954,50.4749994278,1.31986344276
2170,2004-06-09,04:00:00,0.5,816.5,-200,3.32250279746,671.75,31.0,1113.0,51.0,1500.5,750.75,20.8250002861,54.3999996185,1.32285638578
2171,2004-06-09,05:00:00,0.5,832.5,-200,3.95088623559,708.0,54.0,1084.0,58.0,1525.25,799.0,20.3250002861,55.9750003815,1.32035448474
2172,2004-06-09,06:00:00,1.0,934.5,-200,8.1478748242,905.25,88.0,899.0,69.0,1675.25,953.75,20.5250000954,54.75,1.30729291188
2173,2004-06-09,07:00:00,3.5,1297.25,-200,22.2991858738,1359.0,261.0,630.25,107.0,2213.75,1424.75,21.6999998093,50.625,1.29807948821
2174,2004-06-09,08:00:00,6.4,1495.5,-200,36.8781646189,1705.0,357.0,507.0,151.0,2690.5,2147.25,23.4000000954,46.1000003815,1.30911546353
2175,2004-06-09,09:00:00,2.9,1200.5,-200,17.4657155989,1223.75,265.0,701.0,146.0,1986.5,1531.75,25.0750002861,42.9999990463,1.3487749699
2176,2004-06-09,10:00:00,3.4,1266.5,-200,19.2733116933,1276.0,247.0,675.75,165.0,2058.5,1570.25,30.0999999046,32.8499994278,1.37950753615
2177,2004-06-09,11:00:00,2.8,1224.25,-200,17.609904296,1228.0,189.0,710.75,159.0,1972.25,1380.0,34.6749992371,25.9000000954,1.40688480066
2178,2004-06-09,12:00:00,2.8,1246.5,-200,18.6159300686,1257.25,168.0,700.75,174.0,1999.75,1336.75,37.2000007629,23.1999998093,1.44784533988
2179,2004-06-09,13:00:00,2.8,1182.75,-200,18.0369138577,1240.5,183.0,720.5,167.0,1937.0,1307.5,39.4749994278,18.3000001907,1.29169074236
2180,2004-06-09,14:00:00,2.3,1077.5,-200,13.9653792078,1115.5,157.0,815.25,137.0,1761.0,1013.0,40.6250009537,15.3000001907,1.14850843463
2181,2004-06-09,15:00:00,1.8,1076.25,-200,10.9218382079,1011.5,113.0,893.5,116.0,1665.0,815.75,40.3000001907,16.1250004768,1.18961586907
2182,2004-06-09,16:00:00,2.0,1051.75,-200,11.1375993825,1019.25,140.0,895.75,125.0,1610.25,835.75,40.3000011444,14.2249999046,1.04944409216
2183,2004-06-09,17:00:00,3.5,1286.75,-200,21.5806860335,1339.75,230.0,698.75,194.0,2008.0,1266.75,39.5999994278,16.7000000477,1.18669595163
2184,2004-06-09,18:00:00,4.9,1460.0,-200,27.55489755,1492.5,277.0,586.25,222.0,2287.5,1648.5,37.3250007629,23.3500003815,1.46716693888
2185,2004-06-09,19:00:00,4.6,1356.5,-200,25.6107408501,1444.5,295.0,620.0,206.0,2195.25,1621.5,33.6500005722,27.7000002861,1.42130437034
2186,2004-06-09,20:00:00,3.4,1233.75,-200,18.5985331473,1256.75,212.0,694.75,162.0,2018.75,1349.25,30.6749997139,32.2250008583,1.39834483925
2187,2004-06-09,21:00:00,2.7,1150.75,-200,15.1800157214,1154.25,151.0,747.25,132.0,1894.25,1186.0,28.3500003815,35.6750001907,1.35488294419
2188,2004-06-09,22:00:00,1.9,1064.75,-200,11.6670246002,1038.0,110.0,805.25,107.0,1763.0,1026.0,26.4749999046,38.6250009537,1.31544081677
2189,2004-06-09,23:00:00,1.5,983.75,-200,8.74410616716,929.25,83.0,916.75,84.0,1653.75,816.5,25.4000000954,40.1000003815,1.28215396931
2190,2004-06-10,00:00:00,1.0,937.75,-200,7.55783602511,880.75,48.0,956.25,61.0,1607.0,662.25,24.125,43.3000001907,1.28386871664
2191,2004-06-10,01:00:00,0.7,878.25,-200,5.21691899988,774.25,27.0,1064.75,42.0,1527.0,552.0,23.875,45.6249990463,1.33284133556
2192,2004-06-10,02:00:00,1.0,919.0,-200,5.90270320438,807.25,48.0,967.25,66.0,1598.25,774.75,21.9750003815,52.75,1.37520091315
2193,2004-06-10,03:00:00,0.6,835.75,-200,3.96887533993,709.0,-200.0,1085.25,-200.0,1497.5,645.5,20.7249999046,56.1249990463,1.35653269519
2194,2004-06-10,04:00:00,-200.0,813.75,-200,3.33921297749,672.75,33.0,1137.5,50.0,1487.5,647.25,20.1250004768,57.3000001907,1.3352159079
2195,2004-06-10,05:00:00,0.9,872.0,-200,5.37984989185,782.25,75.0,1001.0,76.0,1607.25,873.75,19.5,59.4250001907,1.33277913667
2196,2004-06-10,06:00:00,1.2,949.0,-200,8.73150190351,928.75,101.0,887.25,78.0,1710.75,972.5,20.0,56.625,1.30945075836
2197,2004-06-10,07:00:00,2.9,1226.5,-200,19.8508913567,1292.25,214.0,660.75,104.0,2087.0,1326.5,21.7249999046,53.9250001907,1.3847844718
2198,2004-06-10,08:00:00,4.8,1360.25,-200,30.4444060325,1561.25,290.0,545.0,139.0,2524.75,1625.75,23.6750001907,49.0250005722,1.41520597868
2199,2004-06-10,09:00:00,4.3,1317.75,-200,24.6320669441,1419.75,311.0,586.25,166.0,2316.25,1639.5,25.8500003815,44.3000001907,1.4544414247
2200,2004-06-10,10:00:00,3.1,1196.0,-200,16.927428259,1207.75,234.0,705.25,151.0,1980.75,1341.25,30.0999999046,34.3250007629,1.44144895146
2201,2004-06-10,11:00:00,2.4,1152.0,-200,13.5599931227,1102.25,157.0,770.25,134.0,1868.25,1112.5,33.5250005722,27.1999998093,1.38594635439
2202,2004-06-10,12:00:00,2.8,1219.5,-200,15.2678528492,1157.0,165.0,714.75,148.0,1934.75,1223.5,35.4250001907,26.1499996185,1.4805977901
2203,2004-06-10,13:00:00,2.5,1182.0,-200,14.1119444323,1120.25,137.0,734.75,126.0,1892.5,1095.25,37.8749990463,23.2000002861,1.50199850459
2204,2004-06-10,14:00:00,2.6,1167.25,-200,17.0110618609,1210.25,149.0,718.75,144.0,1944.25,1152.0,39.6500005722,18.6750001907,1.33060512393
2205,2004-06-10,15:00:00,2.3,1141.75,-200,13.7505786141,1108.5,140.0,781.5,133.0,1788.75,1047.0,40.4249992371,17.1999998093,1.27742566364
2206,2004-06-10,16:00:00,2.4,1157.25,-200,13.6360912251,1104.75,139.0,778.75,139.0,1792.25,981.5,39.9500007629,18.8249998093,1.36304159525
2207,2004-06-10,17:00:00,3.5,1274.25,-200,21.1746267047,1328.75,221.0,669.75,178.0,2054.0,1319.5,38.8999996185,18.8499999046,1.28996297707
2208,2004-06-10,18:00:00,4.8,1371.5,-200,25.8604478994,1450.75,318.0,630.5,206.0,2183.25,1540.5,35.8249998093,22.0999999046,1.27916167521
2209,2004-06-10,19:00:00,5.1,1372.75,-200,25.4117193879,1439.5,363.0,635.25,211.0,2183.25,1510.0,33.1499996185,25.9000000954,1.29232879728
2210,2004-06-10,20:00:00,4.7,1290.0,-200,23.5926438185,1393.0,341.0,655.25,180.0,2145.5,1511.0,30.875,28.2249999046,1.23877707709
2211,2004-06-10,21:00:00,2.4,1056.25,-200,12.0474550252,1051.25,163.0,826.0,116.0,1758.0,1077.75,27.4749999046,32.5749993324,1.17599657948
2212,2004-06-10,22:00:00,2.5,1115.75,-200,14.1970959861,1123.0,157.0,768.25,118.0,1826.25,1234.75,26.3499999046,34.3249998093,1.16047718252
2213,2004-06-10,23:00:00,2.7,1105.75,-200,14.1506226104,1121.5,202.0,783.25,115.0,1812.75,1201.75,25.5,34.1000013351,1.09675093885
2214,2004-06-11,00:00:00,1.5,1017.75,-200,10.3733737921,991.5,102.0,839.25,96.0,1710.0,1103.25,24.7000002861,39.3250007629,1.20645663546
2215,2004-06-11,01:00:00,1.1,918.75,-200,7.54599166573,880.25,70.0,914.75,86.0,1627.5,1013.0,24.2000002861,39.5000009537,1.17642664895
2216,2004-06-11,02:00:00,0.6,806.5,-200,3.47417837379,680.75,41.0,1092.0,65.0,1435.0,764.75,24.75,37.8249998093,1.16387689937
2217,2004-06-11,03:00:00,0.5,787.25,-200,2.51089447012,620.25,-200.0,1175.5,-200.0,1403.0,618.25,22.7249999046,43.8249998093,1.19523712104
2218,2004-06-11,04:00:00,0.4,789.25,-200,2.55177250349,623.0,36.0,1145.5,53.0,1406.5,662.5,22.0,44.25,1.15534451529
2219,2004-06-11,05:00:00,0.6,825.25,-200,3.97337805891,709.25,68.0,1050.0,74.0,1491.25,812.75,19.2750000954,51.375,1.13643502714
2220,2004-06-11,06:00:00,1.0,911.75,-200,7.02696356682,858.0,92.0,922.5,69.0,1608.25,894.0,19.8250002861,50.375,1.15252140418
2221,2004-06-11,07:00:00,4.6,1339.0,-200,24.8186319555,1424.5,332.0,595.0,131.0,2264.0,1494.75,20.4749999046,48.2000007629,1.14739621309
2222,2004-06-11,08:00:00,4.8,1354.5,-200,28.9370319004,1525.75,333.0,567.0,134.0,2396.5,1658.25,22.7749996185,42.6500005722,1.1666848273
2223,2004-06-11,09:00:00,4.0,1250.0,-200,21.4511287119,1336.25,298.0,632.25,148.0,2103.5,1506.0,25.5500001907,35.8000001907,1.15482165354
2224,2004-06-11,10:00:00,-200.0,1105.25,-200,12.8535699313,1078.75,-200.0,787.5,-200.0,1773.5,1167.5,30.0249996185,27.5250000954,1.15094778017
2225,2004-06-11,11:00:00,2.0,1076.0,-200,12.1560676898,1055.0,146.0,816.5,-200.0,1734.25,992.75,34.3999996185,21.0249996185,1.1247871265
2226,2004-06-11,12:00:00,2.0,1095.5,-200,13.0847578717,1086.5,120.0,800.75,111.0,1758.5,910.0,35.9249992371,19.625,1.14217036916
2227,2004-06-11,13:00:00,2.0,1093.0,-200,13.3177005134,1094.25,108.0,797.25,110.0,1769.25,911.75,37.1999998093,18.2499995232,1.13892998301
2228,2004-06-11,14:00:00,1.9,1026.66666667,-200,12.4672793183,1065.66666667,109.0,837.333333333,110.0,1689.0,813.666666667,37.3333333333,16.5999997457,1.0435129633
2229,2004-06-11,15:00:00,1.9,1026.25,-200,13.0324006028,1084.75,124.0,848.0,116.0,1654.25,1341.25,37.4250001907,14.9000003338,0.941334439954
2230,2004-06-11,16:00:00,1.9,1015.25,-200,12.3453131485,1061.5,127.0,876.5,120.0,1668.25,847.25,36.3999996185,15.0750000477,0.900535437838
2231,2004-06-11,17:00:00,2.6,1027.5,-200,15.1879919857,1154.5,185.0,832.25,142.0,1690.75,925.25,35.4250001907,14.7000000477,0.832305464726
2232,2004-06-11,18:00:00,3.2,1074.25,-200,19.0618917305,1270.0,230.0,775.5,146.0,1833.25,1087.0,34.1750001907,14.2000000477,0.750229057204
2233,2004-06-11,19:00:00,3.4,1124.0,-200,19.7169586661,1288.5,265.0,765.0,153.0,1863.0,1131.5,31.125,18.6500000954,0.830235384467
2234,2004-06-11,20:00:00,3.4,1110.5,-200,18.5637601101,1255.75,261.0,765.0,158.0,1851.25,1197.0,29.0749998093,21.9749994278,0.870185754674
2235,2004-06-11,21:00:00,2.9,1061.75,-200,16.1089611664,1183.0,219.0,794.0,140.0,1731.25,1228.5,27.1500000954,22.4750003815,0.796179956409
